Title,main bahan,Ingredients,Steps,Loves,URL
Udang saus padang ,Udang,1/4 kg udang ukuran agak besar--2 siung bawang putih--1 siung bawang bombay--1 batang daun bawang--5 buah cabe rawit merah--2 sdm saus tomat--1 sdm saus sambal--1 sdt kecap inggris--1 sdt minyak ikan--1 sdt saus tiram--Minyak goreng utk menumis--Sedikit air--Garam dan kaldu jamur--,"Tumis bawang putih cincang, bawang bombay iris, dan cabai rawit hingga harum--Masukkan kecap inggris, minyak ikan, saus tomat dan saus sambal... aduk rata beri air sedikit--Masukkan udang, koreksi rasa beri garam dan kaldu jamur secukupnya... masak hingga udang berubah warna--",73,/id/resep/3967175-udang-saus-padang-ala-seafood
Udang balut telor,Udang,1/4 udang--1 butir telor--3 sendok tepung bumbu sasa--4 sendok tepung terigu--2 sdm tepung maizena--secukupnya Minyak goreng--,Cuci udang hingga bersih--Masukkan kocokan telor lalu guling kedalam mangkok berserta udang--Campurkan semua tepung--Ambil udang n gulingkan kedalam tepung lalu goreng--Panaskan minyak goreng udang hingga kuning kecoklatan angkat n tiriskan--Treeeet mateng udang balut telor siap disajikan--Selamat mencoba--,12,/id/resep/3967039-udang-balut-telor
Udang tumis kacang panjang,Udang,"15 ekor udang--4 buah tahu (1 tahu potong 6), goreng--10 helai kacang panjang dipotong2--1/2 buah bawang bombay iris tipis--3 siung bawang putih geprek--1 bks saori saos tiram--5 buah cabe keriting iris serong--200 ml Air--secukupnya Garam gula--1 buah jeruk nipis--","Bersihkan udang, buang kepala dan belah punggungnya. Beri perasan air jeruk nipis, diamkan sebentar lalu bilas kembali sampai bersih.--Tumis bawang bombay dan bawang putih sampai harum dan layu. Masukkan cabe keriting.--Masukkan udang, masak sampai udang berubah warna dan setengah matang lalu masukkan tahu yg sudah digoreng. Terakhir, masukkan kacang panjang. Aduk rata.--Masukkan air, saos tiram, garam dan gula. Garamnya sedikit saja krn saos tiramnya sdh asin. Masak sampai mendidih dan matang.--Jangan lupa koreksi rasa, tambahkan jika ada yg kurang. Selamat mencoba! 😊👍--",17,/id/resep/3963740-udang-tumis-kacang-panjang
Tumis udang simpel (serba iris),Udang,"500 gram udang kupas--1/2 siung bawang bombay--4 siung bawang merah--4 siung bawang putih--2 buah cabe hijau--2 buah cabe merah keriting--15-20 cabe rawit (sesuai selera)--1 buah tomat iris kecil2--Garam, gula, royco ayam--Sejumput merica--Sdkt kecap--","Tumis bawang dan cabe sampai harum, lalu masukkan udang, aduk2 lalu beri garam, gula, royco ayam, sejumput merica, dan sedikit kecap.. Aduk lg hingga rata sekitar 5 menit.. Lalu masukkan setengah gelas air.. Tutup wajan--Ketika kuah mulai surut, masukkan potongan tomat, saya kurang suka tomat nya lembek makanya dimasukkan di akhir2 masak saja.. Biar gak terlalu asam juga kuah nya..--Kalau kuah nya mulai terlihat ada campuran minyak berarti sudah matang..--Selesai--",34,/id/resep/3963379-tumis-udang-simpel-serba-iris
Udang tempura,Udang,500 gram Udang segar--1 bungkus Tepung roti--1 bks Tepung sajiku--5 butir Telor--1 ltr Minyak goreng--,Kupas semua bagian udang kecuali bagian ekornya--Kocok lepas telur--Masukkan udang kedalam adukan telur lalu ke tepung sajiku dan terakhir ke tepung roti--Ulangi sebanyak 2 kali--Siapkan minyak panas goreng sampai berwarna keemasan.--,10,/id/resep/3963125-udang-tempura
Pempek Udang gurih,Udang,1/4 udang--5 sdm tepung terigu/saya pakai segitiga biru--1/2 Kg Sagu cap Pak Tani--200 cc Air Es--4 Siung bawang Putih--1 bungkus royco--1 sdm garam halus--,"Kupas udang kemudian cuci--Haluskan Udang dgn Blender atau food processor campurkan Garam,royco,bawang putih dan air 100 cc saja--Setelah di blender,masukkan tepung terigu dan Sagu dikit demi sedikit(jangan semua ya)--Aduk hingga kalis,jika kurang kalis bisa tambahkan Sagu atau bisa tambahkan air Es.cek rasa ya sekiranya sudah pas belum Rasanya--Kemudian Bentuk adonan menjadi bentuk lenjer atau sesukanya ya..siapkan rebusan air kemudian masukkan lenjeran pempek hingga mengapung(mengapung tanda sudah matang ya)--Angkat tiriskan--Kemudian siapkan penggorengan,masukkan di wajan penggorengan..goreng hingga kuning--Sajikan dgn Cuka,saya skip ya bahan buat cukanya krna keluarga saya gak suka pake Cuka.--Sisa pempek bisa disimpan di freezer,supaya kalo pengen tinggal Goreng--",9,/id/resep/3962975-pempek-udang-gurih
UDANG tepung pedas manis,Udang,"300 gr udang kecil, buang kepala dan buntut--Bahan pelapis:--75 gr tepung maizena--100 gr tepung terigu--1 butir telur, kocok lepas--Bumbu:--1 buah bawang bombai, iris--3 siung bawang putih, cincang kasar--1,5 sdm kecap manis--5 sdm saos sambal--3 sdm saos tomat--1 sdt garam--1 sdm gula pasir--2 batang daun bawang, iris tipis--","Lumuri udang dgn air jeruk nipis dan 1/2 sdm garam. Diamkan 15 menit... cuci dan tiriskan. Campurkan udang dgn telur kocok, aduk rata.--Tuang udang ke dlm campuran tepung maizena dan terigu, aduk rata sambil di pisah2kan (sy biarkan ada gumpalan udangnya)--Goreng dlm minyak banyak sampai kering, angkat, tiriskan.--Tumis bawang bombai dan bawang putih sampai harum, beri sedikit air masukan sisa bumbu... aduk rata sampai agak kental, cicipi.. masukan udang aduk sampai udang terbalut rata. Angkat dan sajikan...--",23,/id/resep/3961990-udang-tepung-pedas-manis
Tumis udang buncis wortel jagung,Udang,"100 gram udang (buang kepala)--Segenggam buncis--2 buah wortel--1 buah jagung manis--3 siung Bawang putih--1 buah bawang bombai kecil--secukupnya Saus tiram, Garam, gula, lada--","Cuci bersih udang (buang kepala).sisihkan--Cuci bersih semua sayur. Potong sesuai selera. Sisihkan--Geprek bawang putih. Iris bawang bombay. Panaskan wajan masukan minyak.tumis bawang putih dan bawang bombay sampai harum.--Masukan udang, masak sampai berubah warna. lanjut masukan sayuran. Tambah sedikit air. masukan semua bumbu. Garam gula lada. tes rasa. Tutup pake tutup panci agar sayur cepat matang dan warna sayur tetap cerah.angkat--Siap disajikan--",9,/id/resep/3926829-tumis-udang-buncis-wortel-jagung
Udang Saus Asam Manis Pedas,Udang,400 gram udang--2 siung bawang putih--20 cabai rawit (selera)--1 buah jeruk nipis (diperas)--1 sdt saus ikan--1/2 sdt saus inggris--4 sdm saus tomat--1 sdt gula pasir--secukupnya Garam--secukupnya Merica--secukupnya Air--,"Kupas udang hingga bersih, kemudian goreng sebentar hingga warna berubah kemerahan. Tiriskan--Haluskan bawang putih & cabai rawit (boleh di blender dengan ditambahkan minyak)--Setelah bawang putih & cabai rawit halus, tumis hingga harum (boleh tanpa minyak karena sudah diblender dengan tambahanan minyak)--Kemudian setelah harum, masukkan saus inggris, saus ikan, saus tomat, perasan air jeruk nipis dan sedikit air.--Setelah itu masukkan udang kedalam tumisan bumbu, kemudian tambahkan gula, garam & merica.--Sajikan dengan nasi hangat 👨🏻‍🍳--",13,/id/resep/3960746-udang-saus-asam-manis-pedas
Sambel Goreng Udang Kentang &Telur puyuh,Udang,"1/4 kentang potong dadu--1 ons udang bersihkan--6 bj telur puyuh rebus, kupas--Bumbu Halus:--3 siung bawang putih--5 siung bawang merah--2 bj kemiri--5 cabe merah besar--1/2 ruas jari jahe--3 cabe rawit--bahan tumisan:--1 lbr daun jeruk--1 lbr daun salam--6-8 sdm minyak goreng--1 ruas jari lengkuas geprek--bahan pelengkap:--1/2 bks masako--1 sdt garam--1 sdt gula--","Tumis bumbu halus bersama bahan tumisan hingga berubah warna dn bauny tidak langu--Stelah itu tambahkan air secukupny tunggu hingga mendidih masukkan udang telur puyuh dan kentang juga bahan pelengkap--Aduk hingga rata sesekali ya,koreksi rasa, aduk jangan terlalu sering, hingga air habis--Taraaaa... gampang kan,, selesai deh,,--",16,/id/resep/3957522-sambel-goreng-udang-kentang-telur-puyuh
Siomay Ayam Udang,Udang,"200 gr ayam filet--100 gr udang, kupas kulitnya--35 gr es batu--125 gr labu siam--20 gr bawang putih, haluskan--2 batang daun bawang, iris halus--1 butir telur utuh--150 gr tepung tapioka--20 gr tepung terigu--~Bumbu~--1 sdm kecap ikan--1 sdm kecap asin--1 sdm minyak wijen--1/2 sdt lada bubuk--1/2 sdt gula pasir--secukupnya garam + masako ayam--~Pelengkap~ (sesuai selera)--10 buah tahu putih--10 buah tahu coklat segitiga--2 buah pare, bersihkan dalamnya--500 gr kentang--secukupnya kol--2 butir telur rebus--","Labu siam di kupas, lalu dikukus hingga empuk, angkat, biarkan dingin,,, lalu parut,,, letakkan dalam saringan, diamkan hingga air tidak menetes.,,, Panaskan dandang, saringan dandang jangan dimasukkan, untuk tempat siomay.--Dalam food processor, masukkan ayam + udang + es batu, giling hingga halus,,, tambahkan labu siam + daun bawang + bawang putih + bumbu, giling hingga rata.--Masukkan telur, giling lagi hingga tercampur rata.--Pindahkan ke wadah, masukkan tepung terigu + tepung tapioka secara bertahap, sambil diaduk hingga rata, tes rasa.--Adonan akhir sangat kental, tidak jatuh saat diangkat dengan spatula. Siap diisikan ke tahu + pare & kol.--Alasi saringan dandang dengan daun pisang (bila tdk ada, oles dgn minyak goreng agar tidak lengket), lalu masukkan siomay,,, bila akan pakai cetakan, oles cetakan dengan minyak goreng agar tidak lengket,,, kukus dalam dandang yang telah dipanaskan tadi, dengan api sedang selama ± 20 menit.--Ini yg sudah matang, siomay yg ada di cetakan bolkus mawar gampang lepasnya.--Penyajian : 
Siapkan piring, beri siomay, siram dengan bumbu kacang + saus sambal + kecap manis + sambal,,, siap disajikan,,, Selamat Mencoba 😃--TIPS (sumber : Gayakoology)--1. Penggunaan tepung yang tepat, tepung tapioka alasannya adalah, tekstur tepung yang licin dan putih pada saat diolah menghasilkan tekstur yang kenyal dan cenderung transparan. Bila menggunakan tepung sagu yang memiliki tekstur asli kasar dan agak broken white, memberikan hasil akhir yang pucat dan kurang kenyal (misalnya pempek).--2. Penambahan tepung terigu dalam adonan dengan jumlah yang sedikit yaitu untuk 500gr tepung tapioka gunakan 2 sendok makan tepung terigu, ini bertujuan agar tekstur siomay yang tidak lengket saat digigit.--3. Perbandingan tepung dan bahan utama daging (sapi, ayam atau ikan) yaitu 1:2 artinya bila kita menggunakan 100gr tepung tapioka (diluar tepung terigu), maka daging yang digunakan adalah sebanyak 200gr.--4. Selalu gunakan air es untuk mencampur adonan.--5. Penambahan labu siam hijau kukus yang dihancurkan akan menambah sempurna tekstur Siomay, karena bila kondisi dingin Siomay tidak akan mengeras, berbeda dengan yang tidak menggunakan labu siam hijau, namun ini optional, karena menikmati Siomay tentunya lebih enak tersaji hangat atau baru saja keluar dari dandang, tidak mengguakan labu siam pun bila dikukus kembali teksturnya kembali kenyal.--",108,/id/resep/3955890-siomay-ayam-udang-enakkk-tips
Udang goreng tepung simple,Udang,200 gr udang segar--Sejumput garam--2 sdm terigu--50 ml Air--3 sdm tepung kentaki instan--Minyak goreng--,"Kupas udang,bersihkan bagian punggungnya,sisakan ekornya saja.--Lumuri udang dengan garam.--Cairkan terigu dengan air.--Celupkan udang di adonan basah,,gulingkan ke tepung instan.--Goreng hingga matang😉--",8,/id/resep/3956032-udang-goreng-tepung-simple%F0%9F%92%93
Petai goreng sambal udang,Udang,"500 gr udang basah (bersihkan buang kulit lalu cuci)--2 papan petai (jangan dikupas kulitnya, potong sisi-sisi nya)--Cabe Hijau (diiris)--Bahan yang dihaluskan--15 cabe merah--5 bawang merah--1 siung bawang putih--1 buah tomat--Minyak untuk menggoreng--Gula putih secukupnya untuk menghilangkan bau langu pada cabe--secukupnya Garam--secukupnya Air--",Goreng petai yang sudah di potong sisi-sisinya (ingat ya jangan dibuang kulitnya karena digoreng bersama kulit akan menambah cita rasa bau yang sedap) lalu angkat dan tiriskan--Goreng udang 3 menit lalu masukkan bahan cabe yang sudah dihaluskan bersama cabe Hijau yang sudah diiris tambahkan air sedikit agar cabe meresap ke udang (tunggu sampai sambal terasa harum)--Terakhir masukkan petai gorengnya aduk rata lalu angkat dan sajikan yummyy --,13,/id/resep/3955993-petai-goreng-sambal-udang
Tumis Udang Brokoli,Udang,15 biji udang kupas--ukuran kecil Brokoli--1 siung bawang merah--2 siung bawang putih--Kecap asin (secukupnya)--Sedikit angciu (untuk wangi saja)--Garam--Lada--,"Tumis bawang merah dan bawang putih yang sudah di cincang--Masukkan brokoli, kasih kecap asin, dan tambahkan sedikit air--Masukkan udang dan tumis sampai berwarna. Masukan angciu, garam, dan lada secukupnya--Tumis Udang Brokoli siap untuk disantap--",20,/id/resep/3955241-tumis-udang-brokoli
Udang Goreng Mentega,Udang,"500 Gram Udang--1/2 Bagian Bawang Bombay, iris tipis--5 Siung Bawang Putih, geprek cincang kasar--Secukupnya Lada Putih Bubuk--2 Batang Daun Bawang, potong @2 Cm--3 Sdm Mentega utk menumis--Secukupnya Minyak Wijen--Secukupnya Kecap Inggris--Secukupnya Saus Tiram--Secukupnya Garam--","Buang kepala udang & bersihkan, lalu kucuri dgn air jeruk nipis, diamkan +/- 10 menit, lalu bilas dan tiriskan.--Tumis bawang putih dgn mentega hingga harum. Masukkan bawang bombay, tumis lagi hingga bawang bombay layu. Masukkan udangnya. Beri lada putih bubuk, saus tiram, minyak wijen & kecap Inggris secukupnya. Aduk ratakan. Tes rasa. Biasanya sdh terasa agak asin, jadi tambahkan garam sedikit saja. Aduk ratakan lagi bumbunya.--Ketika udang sdh terlihat matang (berubah warna memerah) & bumbu sdh pas rasanya, baru kita masukkan irisan daun bawangnya. Aduk ratakan. Lalu matikan api kompornya. Udang goreng mentega siap dihidangkan sbg lauk makan.. yuuum nyam nyam  😍🍽👍--",12,/id/resep/3952371-%F0%9F%8D%A4udang-goreng-mentega%F0%9F%8D%B3
Brokoli Udang Saus Tiram,Udang,"3 buah brokoli kecil. Potong per kuntum dan iris batangnya--10 pcs udang. Bersihkan kulit dan punggungnya--2 buah bawang putih. Geprek--1 buah cabai keriting. Iris miring--1/2 sdm tepung tapioka--100 ml air--3 sdm minyak sayur--Bumbu marinasi udang :--1 buah bawang putih. Cincang halus--1 sdm cooking wine. Boleh skip--1 sdt kecap asin--Sejumput lada dan gula pasir--Bumbu masak :--2 sdm saus tiram--1 sdm kecap asin--Sejumput garam, gula, dan lada--","Campurkan udang dengan bumbu marinasi. Marinasi selama 10 menit. Kemudian balur dengan tepung tapioka, tumis dengan minyak sampai matang. Sisihkan.--Rebus brokoli selama 2 menit saja supaya tekstur tetap crunchy. taburi sejumput garam saat merebus. Angkat, tiriskan. Dan sisihkan.--Tumis bawang putih dan cabai dengan minyak sisa menumis udang sampai harum. Masukan brokoli rebus, aduk cepat. Masukan air dan bumbu masak. Aduk rata, tes dan koreksi rasa. Lalu masukan udang yg sudah dimasak, aduk sampai bumbu meresap. Selesai.--Yummy!! 😘🤤--",29,/id/resep/3952920-brokoli-udang-saus-tiram
Sambel goreng udang plus terong ,Udang,1/4 kg udang buang kulit sisakan ekornya--10 buah terong kecil potong dan belah jadi 4 bagian--Bumbu halus:--3 buah bawang merah--2 siung bawang putih--5 buah cabe keriting--Gula--Garam--Merica bubuk--5 sdm Minyak goreng--,"Cuci bersih semua bahan lalu tiriskan--Ulek semua bahan bumbu halus--Panaskan minyak goreng tumis bumbu halus sampai wangi masukkan terong dan udang secara bersamaan aduk rata (tidak perlu ditambahkan air)--Masukkan gula,garam dan merica aduk lagi sampai bumbu merata dan sayur sudah mulai layu--Tes rasa kalau sudah pas matikan api dan sajikan.--",12,/id/resep/3952068-sambel-goreng-udang-plus-terong-%F0%9F%98%8A%F0%9F%98%8A
Udang/Ayam Asam Manis,Udang,"500 g Udang (kalau ditepung kulitnya bisa dibuang, atau kalau tidak ditepung di goreng setengah matang biar agak empuk)--1 buah Jeruk Nipis ambil air perasannya (keasaman sesuai selera, kalau jeruk nipis ukuran besar saya biasa pakai setengah saja. Kulit jeruk sisa perasannya bisa untuk cuci udang biar fresh/ngga bau amis)--2 buah Tomat Merah (dipotong lalu dihaluskan dgn blender)--3 siung Bawang Putih iris tipis--1 buah Bawang Bombay iris-iris--1 buah Wortel iris tipis dan panjang (± sepanjang 2 ruas jari)--2 sdm Saus Sambal (atau sesuai selera)--250 ml air--1 sdm gula--1/2 sdt garam--1 sdm tepung maizena ditambah 2 sdm air (kalau mau kental, jika tidak suka terlalu kental, tidak pakai juga gpp)--","Silahkan goreng udang (atau lauk lainnya) sesuai selera (ditepung/digoreng setengah matang)--Tumis bawang putih dengan 1-2 minyak goreng sampai harum (jangan sampai hitam)--Masukkan tomat yg sudah di blender, aduk2 dengan api sedang (jangan sampai lengket)--Masukkan saus sambal. Bawang bombay dan wortel juga dimasukkan, aduk sampai layu.--Masukkan air perasan jeruk nipis, larutan tepung maizena, dan ±250ml air.--Tambahkan gula dan garam. Lalu koreksi rasa dengan keduanya. Aduk sampai mendidih dan mengental--",8,/id/resep/3951522-udangayam-asam-manis
Udang Pete Cabe ,Udang,1/4 udang segar--4 pcs Cabe Ijo (iris serong)--1 bh Tomat (potong dadu/ potong serong/ sesuai selera)--1 papan pete--Gula--Garam--Minyak--Air--Penyedap rasa (aku pakai royco rasa ayam)--Bumbu Uleg kasar :--5 siung Bawang merah--4 siung bawang putih--5 bh cabe merah (sesuai selera)--3 bh cabe rawit merah (sesuai selera)--,"Bersihkan udang, kemudian tiriskan--Tumis bumbu yg sdh diuleg sampai harum, kemudian masukan cabe ijo, tomat dan pete. Aduk rata dan pelan--Dan Masukan gula, garam, penyedap rasa. Aduk sebentar, kemudian masukan udang.--Setelah udang matang, masukan air sedikit saja.--Koreksi rasa, angkat dan sajikan.--",9,/id/resep/3951088-udang-pete-cabe-ala-mama-kina
Udang Tepung Roti,Udang,"250 gr udang--Tepung roti--Tepung kobe/tepung serbaguna--Merica, garam--","Bersihkan udang, copot kepala dan kulitnya. Lumuri dengan garam dan merica. Diamkan beberapa saat--Beri air ke tepung kobe, jangan terlalu encer. Lalu masukan udang kedalamnya--Selanjutnya gulirkan udang ke tepung roti, dan siap digoreng--",10,/id/resep/3950528-udang-tepung-roti
Oseng-oseng putih telor udang ,Udang,1/2 bungkus putih telor--Udang--3 siung bawang merah--2 siung bawang putih--sesuai selera Cabe--Garam--Gula--Saori--Masako--Kecap--Secukupnya--,"Iris tipis"" bawang merah putih cabe--Tumis hingga harum.. masukan udang putih telor kacang panjang--Tmbahkan air secukupnya.. saori garam gula masako kecap secukupnya..--Cek rasaa siap dihidangkan--",43,/id/resep/3950522-oseng-oseng-putih-telor-udang-makyus%F0%9F%98%8B
